,freqs,usess,value
400,"2025,00 – 2059,50","FIX
MOBIL  5.391",1
401,"2025,00 – 2059,50","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (Pământ–spaţiu) (spaţiu–spaţiu)
EXPLOATARE SPAŢIALĂ
(Pământ–spaţiu) (spaţiu–spaţiu)
CERCETARE SPAŢIALĂ
(Pământ–spaţiu) (spaţiu–spaţiu)",1
402,"2025,00 – 2059,50","5.392
ECA 16A  ECA36",1
403,"2059,50 – 2110,00","FIX
MOBIL  5.391",1
404,"2059,50 – 2110,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (Pământ–spaţiu) (spaţiu–spaţiu)",1
405,"2059,50 – 2110,00","EXPLOATARE SPAŢIALĂ
(Pământ–spaţiu) (spaţiu–spaţiu)",1
406,"2059,50 – 2110,00","CERCETARE SPAŢIALĂ
(Pământ–spaţiu) (spaţiu–spaţiu)
5.392",1
407,"2059,50 – 2110,00",ECA 16A,1
408,"2110,00 – 2120,00",MOBIL  5.388A,1
409,"2110,00 – 2120,00","CERCETARE SPAŢIALĂ (spaţiu
îndepărtat) (Pământ–spaţiu)",1
410,"2110,00 – 2120,00",5.388,1
411,"2120,00 – 2170,00",MOBIL  5.388A,1
412,"2120,00 – 2170,00",5.388,1
413,"2170,00 – 2200,00","MOBIL
MOBIL PRIN SATELIT (spaţiu–
Pământ)  5.351A
5.388  5.389A",1
414,"2200,00 – 2234,50","FIX
MOBIL  5.391",1
415,"2200,00 – 2234,50","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (spaţiu–Pământ) (spaţiu–spaţiu)
EXPLOATARE SPAŢIALĂ
(spaţiu–Pământ) (spaţiu–spaţiu)
CERCETARE SPAŢIALĂ
(spaţiu–Pământ) (spaţiu–spaţiu)",1
416,"2200,00 – 2234,50","5.392
ECA16A  ECA36",1
417,"2234,50 – 2290,00","FIX
MOBIL  5.391",1
418,"2234,50 – 2290,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (spaţiu–Pământ) (spaţiu–spaţiu)",1
419,"2234,50 – 2290,00","EXPLOATARE SPAŢIALĂ
(spaţiu–Pământ) (spaţiu–spaţiu)",1
420,"2234,50 – 2290,00","CERCETARE SPAŢIALĂ
(spaţiu–Pământ) (spaţiu–spaţiu)",1
421,"2234,50 – 2290,00","5.392
ECA16A",1
422,"2290,00 – 2300,00","FIX
CERCETARE SPAŢIALĂ (spaţiu
îndepărtat)(spaţiu– Pământ)",1
423,"2290,00 – 2300,00","MOBIL cu excepţia mobil
aeronautic",1
424,"2300,00 – 2335,00",FIX,1
425,"2300,00 – 2335,00","MOBIL 5.384A
Amator
Radiolocaţie",1
426,"2335,00 – 2400,00",FIX,1
427,"2335,00 – 2400,00","MOBIL 5.384A
Amator
Radiolocaţie",1
428,"2335,00 – 2400,00",ECA36,1
429,"2400,00 – 2450,00",FIX,1
430,"2400,00 – 2450,00","MOBIL
Amator",1
431,"2400,00 – 2450,00","Amator prin satelit  5.282
Radiolocaţie",1
432,"2400,00 – 2450,00",5.150,1
433,"2400,00 – 2450,00",ECA36,1
434,"2450,00 – 2483,50","FIX MOBIL
Radiolocaţie",1
435,"2450,00 – 2483,50",5.150,1
436,"2483,50 – 2500,00","FIX
MOBIL",1
437,"2483,50 – 2500,00","MOBIL PRIN SATELIT (spaţiu–
Pământ)  5.351A",1
438,"2483,50 – 2500,00",5.150  5.398A  5.402,1
439,"2500,00 – 2520,00",MOBIL cu excepţia mobil,1
440,"2500,00 – 2520,00",aeronautic  5.384A,1
441,"2520,00 – 2655,00",MOBIL cu excepţia mobil,1
442,"2520,00 – 2655,00",aeronautic  5.384A,1
443,"2520,00 – 2655,00",5.339,1
444,"2655,00 – 2670,00",MOBIL cu excepţia mobil,1
445,"2655,00 – 2670,00","aeronautic  5.384A
Explorarea Pământului prin
Satelit (pasiv) Radioastronomie Cercetare spaţială (pasiv)",1
446,"2655,00 – 2670,00",5.149  5.208B,1
447,"2670,00 – 2690,00",MOBIL cu excepţia mobil,1
448,"2670,00 – 2690,00",aeronautic  5.384A Radioastronomie,1
449,"2670,00 – 2690,00",5.149,1
450,"2690,00 – 2700,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
451,"2690,00 – 2700,00","RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)",1
452,"2690,00 – 2700,00",5.340  5.422,1
453,"2700,00 – 2900,00","RADIONAVIGAŢIE
AERONAUTICĂ  5.337",1
454,"2700,00 – 2900,00",Radiolocaţie,1
455,"2700,00 – 2900,00",5.423,1
456,"2700,00 – 2900,00",ECA36,1
457,"2900,00 – 3100,00","RADIOLOCAŢIE  5.424A
RADIONAVIGAŢIE  5.426",1
458,"2900,00 – 3100,00","5.425  5.427
ECA36",1
459,"3100,00 – 3300,00",RADIOLOCAŢIE,1
460,"3100,00 – 3300,00","Explorarea Pământului prin satelit
(activ)",1
461,"3100,00 – 3300,00",Cercetare spaţială (activ),1
462,"3100,00 – 3300,00","5.149
ECA36",1
463,"3300,00 – 3400,00","RADIOLOCAŢIE
5.149",1
464,"3300,00 – 3400,00",ECA36,1
465,"3400,00 – 3600,00",FIX,1
466,"3400,00 – 3600,00","MOBIL cu excepţia mobil
aeronautic  5.430A",1
467,"3400,00 – 3600,00",Fix prin satelit (spaţiu–Pământ),1
468,"3600,00 – 3645,00",FIX,1
469,"3600,00 – 3645,00","MOBIL
Fix prin satelit (spaţiu–Pământ)",1
470,"3645,00 – 3655,00",FIX,1
471,"3645,00 – 3655,00","MOBIL
Fix prin satelit (spaţiu–Pământ)",1
472,"3655,00 – 3700,00",FIX,1
473,"3655,00 – 3700,00","MOBIL
Fix prin satelit (spaţiu–Pământ)",1
474,"3700,00 – 3800,00",FIX,1
475,"3700,00 – 3800,00","MOBIL
Fix prin satelit (spaţiu–Pământ)",1
476,"3800,00 – 4200,00",FIX,1
477,"3800,00 – 4200,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
478,"4200,00 – 4400,00",MOBIL AERONAUTIC (R) 5.436,1
479,"4200,00 – 4400,00","RADIONAVIGAŢIE
AERONAUTICĂ  5.438
5.437  5.440",1
480,"4200,00 – 4400,00",ECA36,1
481,"4400,00 – 4500,00",FIX MOBIL,1
482,"4400,00 – 4500,00",ECA20  ECA36,1
483,"4500,00 – 4800,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)  5.441 MOBIL
ECA20  ECA36",1
484,"4800,00 – 4990,00","FIX
MOBIL  5.442
Radioastronomie",1
485,"4800,00 – 4990,00","5.149  5.339
ECA20  ECA36",1
486,"4990,00 – 5000,00","FIX
MOBIL cu excepţia mobil
aeronautic RADIOASTRONOMIE",1
487,"4990,00 – 5000,00",5.149,1
488,"4990,00 – 5000,00",ECA20  ECA36,1
489,"5000,00 – 5010,00",MOBIL AERONAUTIC PRIN SATELIT (R)  5.443AA,1
490,"5000,00 – 5010,00",RADIONAVIGAŢIE AERONAUTICĂ,1
491,"5000,00 – 5010,00","RADIONAVIGAŢIE PRIN
SATELIT (Pământ – spaţiu)",1
492,"5000,00 – 5010,00",Radioastronomie,1
493,"5000,00 – 5010,00",Cercetare spaţială (pasiv),1
494,"5010,00 – 5030,00",MOBIL AERONAUTIC PRIN SATELIT (R)  5.443AA,1
495,"5010,00 – 5030,00",RADIONAVIGAŢIE AERONAUTICĂ,1
496,"5010,00 – 5030,00","RADIONAVIGAŢIE PRIN
SATELIT (spaţiu – Pământ) (spaţiu–spaţiu)  5.328B  5.443B
Radioastronomie Cercetare spaţială (pasiv)",1
497,"5030,00 – 5091,00","MOBIL AERONAUTIC (R) 5.443C
MOBIL AERONAUTIC PRIN SATELIT (R)  5.443D
RADIONAVIGAŢIE AERONAUTICĂ
5.444",1
498,"5091,00 – 5150,00","FIX PRIN SATELIT (Pământ-
spațiu)  5.444A",1
499,"5091,00 – 5150,00",MOBIL AERONAUTIC 5.444B,1
500,"5091,00 – 5150,00",MOBIL AERONAUTIC PRIN SATELIT (R) 5.443AA,1
501,"5091,00 – 5150,00",RADIONAVIGAŢIE AERONAUTICĂ,1
502,"5091,00 – 5150,00",5.444,1
503,"5150,00 – 5250,00","FIX PRIN SATELIT (Pământ–
spaţiu) 5.447A",1
504,"5150,00 – 5250,00","MOBIL cu excepţia mobil
aeronautic  5.446A  5.446B
RADIONAVIGAŢIE AERONAUTICĂ
5.446  5.446C  5.447B  5.447C",1
505,"5250,00 – 5255,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (activ),1
506,"5250,00 – 5255,00","MOBIL cu excepţia mobil
aeronautic 5.446A 5.447F
RADIOLOCAŢIE",1
507,"5250,00 – 5255,00","CERCETARE SPAŢIALĂ 5.447D
RADIONAVIGAŢIE 5.448",1
508,"5250,00 – 5255,00",5.448A,1
509,"5250,00 – 5255,00",ECA22  ECA36,1
510,"5255,00 – 5350,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)",1
511,"5255,00 – 5350,00","MOBIL cu excepţia mobil
aeronautic 5.446A 5.447F
RADIOLOCAŢIE",1
512,"5255,00 – 5350,00",CERCETARE SPAŢIALĂ (activ) RADIONAVIGAŢIE 5.448,1
513,"5255,00 – 5350,00",5.448A,1
514,"5255,00 – 5350,00",ECA22  ECA36,1
515,"5350,00 – 5460,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)  5.448B",1
516,"5350,00 – 5460,00",RADIOLOCAŢIE  5.448D,1
517,"5350,00 – 5460,00","RADIONAVIGAŢIE
AERONAUTICĂ  5.449",1
518,"5350,00 – 5460,00","CERCETARE SPAŢIALĂ (activ)
5.448C",1
519,"5350,00 – 5460,00",ECA22  ECA36,1
520,"5460,00 – 5470,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)",1
521,"5460,00 – 5470,00",RADIOLOCAŢIE 5.448D,1
522,"5460,00 – 5470,00","RADIONAVIGAŢIE 5.449
CERCETARE SPAŢIALĂ (activ)",1
523,"5460,00 – 5470,00",5.448B,1
524,"5460,00 – 5470,00",ECA22  ECA36,1
525,"5470,00 – 5570,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)",1
526,"5470,00 – 5570,00","MOBIL cu excepţia mobil
aeronautic  5.446A  5.450A
RADIOLOCAŢIE  5.450B",1
527,"5470,00 – 5570,00","RADIONAVIGAŢIE MARITIMĂ
RADIONAVIGAŢIE
AERONAUTICĂ  5.450
CERCETARE SPAŢIALĂ (activ)",1
528,"5470,00 – 5570,00","5.448B
ECA22  ECA36",1
529,"5570,00 – 5650,00",MOBIL cu excepţia mobil aeronautic  5.446A  5.450A,1
530,"5570,00 – 5650,00",RADIOLOCAŢIE  5.450B,1
531,"5570,00 – 5650,00","RADIONAVIGAŢIE MARITIMA
RADIONAVIGAŢIE
AERONAUTICĂ  5.450",1
532,"5570,00 – 5650,00",5.452,1
533,"5570,00 – 5650,00",ECA22  ECA36,1
534,"5650,00 – 5725,00","MOBIL cu excepţia mobil
aeronautic  5.446A  5.450A",1
535,"5650,00 – 5725,00","RADIOLOCAŢIE
Amator
Amator prin satelit (Pământ – spaţiu)  5.282  ECA23",1
536,"5650,00 – 5725,00",5.455,1
537,"5650,00 – 5725,00",ECA22  ECA36,1
538,"5725,00 – 5830,00","FIX PRIN SATELIT (Pământ–
spaţiu)",1
539,"5725,00 – 5830,00",RADIOLOCAŢIE FIX,1
540,"5725,00 – 5830,00",Amator  ECA17,1
541,"5725,00 – 5830,00","Mobil
5.150  5.455
ECA22  ECA36",1
542,"5830,00 – 5850,00","FIX PRIN SATELIT (Pământ–
spaţiu)",1
543,"5830,00 – 5850,00","RADIOLOCAŢIE
FIX",1
544,"5830,00 – 5850,00","Amator
Amator prin satelit (spaţiu– Pământ)  ECA23",1
545,"5830,00 – 5850,00","Mobil
5.150  5.455
ECA22  ECA36",1
546,"5850,00 – 5925,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)
MOBIL",1
547,"5850,00 – 5925,00",5.150,1
548,"5925,00 – 6425,00",FIX,1
549,"5925,00 – 6425,00","FIX PRIN SATELIT (Pământ–
spaţiu)  5.457A",1
550,"5925,00 – 6425,00",MOBIL,1
551,"5925,00 – 6425,00","Explorarea Pământului prin satelit
(pasiv)",1
552,"6425,00 – 6700,00",FIX,1
553,"6425,00 – 6700,00","FIX PRIN SATELIT (Pământ–
spaţiu)",1
554,"6425,00 – 6700,00",Explorarea Pământului prin satelit (pasiv),1
555,"6425,00 – 6700,00",5.149  5.440  5.458,1
556,"6700,00 – 7075,00",FIX,1
557,"6700,00 – 7075,00","FIX PRIN SATELIT (Pământ–
spaţiu) (spaţiu–Pământ)  5.441",1
558,"6700,00 – 7075,00","Explorarea Pământului prin satelit
(pasiv)",1
559,"6700,00 – 7075,00",5.458  5.458A  5.458B,1
560,"7075,00 – 7125,00",FIX,1
561,"7075,00 – 7125,00","Explorarea Pământului prin satelit
(pasiv)",1
562,"7075,00 – 7125,00",5.458,1
563,"7125,00 – 7145,00",FIX,1
564,"7125,00 – 7145,00","Explorarea Pământului prin satelit
(pasiv)",1
565,"7125,00 – 7145,00",5.458,1
566,"7145,00 – 7190,00","FIX
CERCETARE SPAŢIALĂ (spațiu
îndepărtat) (Pământ – spaţiu)
Exploatare spaţială (Pământ– spaţiu)
5.458",1
567,"7190,00 – 7235,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (Pământ–spaţiu)
5.460A  5.460B",1
568,"7190,00 – 7235,00","CERCETARE SPAŢIALĂ
(Pământ – spaţiu)  5.460",1
569,"7190,00 – 7235,00",FIX,1
570,"7190,00 – 7235,00",5.458,1
571,"7235,00 – 7250,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (Pământ–spaţiu)
5.460A",1
572,"7235,00 – 7250,00","FIX
Cercetare spaţială (Pământ– spaţiu)",1
573,"7235,00 – 7250,00",5.458,1
574,"7250,00 – 7300,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)",1
575,"7250,00 – 7300,00",MOBIL,1
576,"7250,00 – 7300,00","5.461
ECA36",1
577,"7300,00 – 7375,00",FIX,1
578,"7300,00 – 7375,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
579,"7300,00 – 7375,00","MOBIL cu excepţia mobil
aeronautic",1
580,"7300,00 – 7375,00","5.461
ECA36",1
581,"7375,00 – 7425,00",FIX,1
582,"7375,00 – 7425,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
583,"7375,00 – 7425,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB",1
584,"7375,00 – 7425,00","MOBIL cu excepţia mobil
aeronautic",1
585,"7375,00 – 7425,00",ECA36,1
586,"7425,00 – 7450,00",FIX,1
587,"7425,00 – 7450,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
588,"7425,00 – 7450,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB",1
589,"7425,00 – 7450,00",MOBIL cu excepţia mobil aeronautic,1
590,"7425,00 – 7450,00",ECA36,1
591,"7450,00 – 7484,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)",1
592,"7450,00 – 7484,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB
METEOROLOGIC PRIN
SATELIT (spaţiu–Pământ)",1
593,"7450,00 – 7484,00","MOBIL cu excepţia mobil
aeronautic
5.461A",1
594,"7450,00 – 7484,00",ECA36,1
595,"7484,00 – 7550,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)",1
596,"7484,00 – 7550,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB
METEOROLOGIC PRIN
SATELIT (spaţiu–Pământ)",1
597,"7484,00 – 7550,00","MOBIL cu excepţia mobil
aeronautic
5.461A",1
598,"7484,00 – 7550,00",ECA36,1
599,"7550,00 – 7568,00",FIX,1
600,"7550,00 – 7568,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
601,"7550,00 – 7568,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB
MOBIL cu excepţia mobil
aeronautic",1
602,"7550,00 – 7568,00",ECA36,1
603,"7568,00 – 7638,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)",1
604,"7568,00 – 7638,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA 5.461AB
MOBIL cu excepţia mobil
aeronautic",1
605,"7568,00 – 7638,00",ECA36,1
606,"7638,00 – 7725,00",FIX,1
607,"7638,00 – 7725,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
608,"7638,00 – 7725,00","MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB
MOBIL cu excepţia mobil
aeronautic",1
609,"7638,00 – 7725,00",ECA36,1
610,"7725,00 – 7750,00","FIX
FIX PRIN SATELIT (spaţiu–
Pământ)
MOBIL MARITIM PRIN SATELIT
(spațiu-Pământ)  5.461AA
5.461AB
MOBIL cu excepţia mobil
aeronautic",1
611,"7725,00 – 7750,00",ECA36,1
612,"7750,00 – 7900,00",FIX,1
613,"7750,00 – 7900,00","METEOROLOGIC PRIN
SATELIT (spaţiu-Pământ) 5.461B
MOBIL cu excepţia mobil
aeronautic",1
614,"7900,00 – 8025,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)
MOBIL",1
615,"7900,00 – 8025,00","5.461
ECA36",1
616,"8025,00 – 8175,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (spaţiu–Pământ)",1
617,"8025,00 – 8175,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)",1
618,"8025,00 – 8175,00",MOBIL  5.463,1
619,"8025,00 – 8175,00",5.462A ECA36,1
620,"8175,00 – 8215,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (spaţiu–Pământ)",1
621,"8175,00 – 8215,00",FIX,1
622,"8175,00 – 8215,00","FIX PRIN SATELIT (Pământ–
spaţiu)",1
623,"8175,00 – 8215,00","METEOROLOGIC PRIN
SATELIT (Pământ–spaţiu",1
624,"8175,00 – 8215,00",MOBIL  5.463,1
625,"8175,00 – 8215,00",5.462A,1
626,"8175,00 – 8215,00",ECA36,1
627,"8215,00 – 8400,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (spaţiu–Pământ)
FIX",1
628,"8215,00 – 8400,00","FIX PRIN SATELIT (Pământ–
spaţiu)
MOBIL  5.463",1
629,"8215,00 – 8400,00",5.462A,1
630,"8400,00 – 8500,00","FIX
CERCETARE SPAŢIALĂ
(spaţiu–Pământ)  5.465
Radiolocaţie",1
631,"8500,00 – 8550,00","RADIOLOCAŢIE
RADIONAVIGAŢIE  5.469",1
632,"8500,00 – 8550,00",ECA24  ECA36,1
633,"8550,00 – 8650,00",CERCETARE SPAŢIALĂ (activ),1
634,"8550,00 – 8650,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)
RADIOLOCAŢIE
RADIONAVIGAŢIE  5.469",1
635,"8550,00 – 8650,00","5.469A
ECA24  ECA36",1
636,"8650,00 – 8750,00","RADIOLOCAŢIE
RADIONAVIGAŢIE  5.469",1
637,"8650,00 – 8750,00",ECA24  ECA36,1
638,"8750,00 – 8850,00","RADIONAVIGAŢIE
AERONAUTICĂ  5.470
RADIOLOCAŢIE",1
639,"8750,00 – 8850,00","Cercetare spaţială
ECA24  ECA36",1
640,"8850,00 – 9000,00","RADIONAVIGAŢIE MARITIMA
5.472
RADIOLOCAŢIE",1
641,"8850,00 – 9000,00","RADIONAVIGAŢIE  5.473
Cercetare spaţială",1
642,"8850,00 – 9000,00",ECA24  ECA36,1
643,"9000,00 – 9200,00","RADIONAVIGAŢIE
AERONAUTICĂ  5.337
RADIOLOCAŢIE",1
644,"9000,00 – 9200,00","Cercetare spaţială
5.473A
ECA24  ECA36",1
645,"9200,00 – 9300,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (activ) 5.474A 5.474B  5.474C,1
646,"9200,00 – 9300,00","RADIONAVIGAŢIE MARITIMĂ
5.472
RADIOLOCAŢIE
RADIONAVIGAŢIE  5.473
Cercetare spaţială",1
647,"9200,00 – 9300,00",5.474  5.474D ECA24  ECA36,1
648,"9300,00 – 9500,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)
CERCETARE SPAŢIALĂ (activ)",1
649,"9300,00 – 9500,00",RADIOLOCAŢIE RADIONAVIGAŢIE,1
650,"9300,00 – 9500,00","5.427  5.474  5.475  5.475A
5.475B  5.476A ECA24  ECA36",1
651,"9500,00 – 9800,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)",1
652,"9500,00 – 9800,00","CERCETARE SPAŢIALĂ (activ) RADIOLOCAŢIE
RADIONAVIGAŢIE",1
653,"9500,00 – 9800,00","5.476A
EU24  ECA36",1
654,"9800,00 – 9900,00","RADIOLOCAŢIE
RADIONAVIGAŢIE  5.478
Explorarea Pământului prin satelit
(activ)
Cercetare spaţială (activ)
5.478A  5.478B",1
655,"9800,00 – 9900,00",ECA24  ECA36,1
656,"9900,00 – 10000,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (activ) 5.474A 5.474B  5.474C,1
657,"9900,00 – 10000,00","RADIOLOCAŢIE
RADIONAVIGAŢIE  5.478
5.474D  5.479 EU24  ECA36",1
